Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
01/01/2023,04/08/2023,By Year,2023,6,District of Columbia,Nursing home/long term care facility,23,67,28,0,0,41
01/01/2023,04/08/2023,By Year,2023,6,Virginia,Nursing home/long term care facility,205,3940,91,32,0,267
01/01/2023,04/08/2023,By Year,2023,6,Georgia,"Healthcare setting, outpatient or emergency room",54,1809,49,0,0,97
01/01/2023,04/08/2023,By Year,2023,6,Wyoming,Place of death unknown,0,0,0,0,0,0
01/01/2023,04/08/2023,By Year,2023,6,Montana,Place of death unknown,0,0,0,0,0,0
01/01/2023,04/08/2023,By Year,2023,6,Texas,Place of death unknown,0,0,0,0,0,0
01/01/2023,04/08/2023,By Year,2023,6,Delaware,"Healthcare setting, outpatient or emergency room",23,150,28,0,0,41
01/01/2023,04/08/2023,By Year,2023,6,Missouri,Decedent's home,67,5639,104,20,0,160
01/01/2023,04/08/2023,By Year,2023,6,Florida,"Healthcare setting, outpatient or emergency room",69,3897,119,22,0,174
01/01/2023,04/08/2023,By Year,2023,6,Wyoming,"Healthcare setting, inpatient",20,279,51,10,0,62
01/01/2023,04/08/2023,By Year,2023,6,Missouri,Place of death unknown,0,0,0,0,0,0
01/01/2023,04/08/2023,By Year,2023,6,Iowa,Place of death unknown,0,0,0,0,0,0
01/01/2023,04/08/2023,By Year,2023,6,New Jersey,Nursing home/long term care facility,191,3813,114,34,0,278
02/01/2020,02/29/2020,By Month,2020,2,Texas,"Healthcare setting, outpatient or emergency room",0,1304,36,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,Arkansas,Place of death unknown,0,0,0,0,0,0
02/01/2020,02/29/2020,By Month,2020,2,Illinois,Hospice facility,0,464,24,0,0,29
02/01/2020,02/29/2020,By Month,2020,2,Missouri,Other,0,215,28,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,Utah,Nursing home/long term care facility,0,460,16,0,0,19
02/01/2020,02/29/2020,By Month,2020,2,Louisiana,Total - All Places of Death,23,4014,177,0,36,213
02/01/2020,02/29/2020,By Month,2020,2,Minnesota,Other,0,148,28,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,Maine,"Healthcare setting, dead on arrival",0,412,0,0,0,0
02/01/2020,02/29/2020,By Month,2020,2,Indiana,Nursing home/long term care facility,0,1537,61,0,10,71
02/01/2020,02/29/2020,By Month,2020,2,Oregon,Total - All Places of Death,0,3075,149,0,19,168
02/01/2020,02/29/2020,By Month,2020,2,Wisconsin,"Healthcare setting, inpatient",0,1218,158,0,36,194
02/01/2020,02/29/2020,By Month,2020,2,Colorado,Nursing home/long term care facility,0,843,40,0,0,46
02/01/2020,02/29/2020,By Month,2020,2,Pennsylvania,Other,0,394,28,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,North Dakota,Total - All Places of Death,0,636,41,0,0,45
02/01/2020,02/29/2020,By Month,2020,2,North Carolina,"Healthcare setting, outpatient or emergency room",0,390,10,0,0,14
02/01/2020,02/29/2020,By Month,2020,2,Tennessee,Place of death unknown,0,0,0,0,0,0
02/01/2020,02/29/2020,By Month,2020,2,Georgia,Nursing home/long term care facility,23,1055,28,0,0,29
02/01/2020,02/29/2020,By Month,2020,2,Missouri,Hospice facility,0,253,28,0,0,14
02/01/2020,02/29/2020,By Month,2020,2,Kentucky,Nursing home/long term care facility,0,645,37,0,0,39
02/01/2020,02/29/2020,By Month,2020,2,Wyoming,Other,0,16,0,0,0,0
02/01/2020,02/29/2020,By Month,2020,2,Rhode Island,Decedent's home,0,215,28,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,New Mexico,"Healthcare setting, inpatient",0,369,62,0,0,69
02/01/2020,02/29/2020,By Month,2020,2,Missouri,Total - All Places of Death,0,5599,303,0,73,376
02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, outpatient or emergency room",0,85,28,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,Texas,Nursing home/long term care facility,0,3030,120,0,0,126
02/01/2020,02/29/2020,By Month,2020,2,Oregon,Other,0,250,28,0,0,41
02/01/2020,02/29/2020,By Month,2020,2,South Dakota,Nursing home/long term care facility,0,217,28,0,0,11
02/01/2020,02/29/2020,By Month,2020,2,Missouri,Place of death unknown,0,0,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Iowa,"Healthcare setting, outpatient or emergency room",23,119,28,0,0,41
02/01/2021,02/28/2021,By Month,2021,2,Montana,"Healthcare setting, outpatient or emergency room",23,28,28,0,0,41
02/01/2021,02/28/2021,By Month,2021,2,Florida,"Healthcare setting, inpatient",2217,6689,2261,1652,0,2830
02/01/2021,02/28/2021,By Month,2021,2,Indiana,Place of death unknown,0,0,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,South Carolina,"Healthcare setting, outpatient or emergency room",24,288,11,0,0,31
02/01/2021,02/28/2021,By Month,2021,2,Wisconsin,Place of death unknown,0,0,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Connecticut,"Healthcare setting, inpatient",343,1035,260,181,0,422
02/01/2021,02/28/2021,By Month,2021,2,Arkansas,Nursing home/long term care facility,68,371,36,23,0,81
02/01/2021,02/28/2021,By Month,2021,2,Pennsylvania,Other,20,563,12,0,0,24
02/01/2021,02/28/2021,By Month,2021,2,Mississippi,Total - All Places of Death,585,3305,491,313,0,765
02/01/2021,02/28/2021,By Month,2021,2,Colorado,Total - All Places of Death,333,3505,318,175,0,476
02/01/2021,02/28/2021,By Month,2021,2,Nevada,"Healthcare setting, inpatient",400,990,438,350,0,490
02/01/2021,02/28/2021,By Month,2021,2,Washington,Hospice facility,12,276,10,0,0,17
02/01/2021,02/28/2021,By Month,2021,2,Utah,"Healthcare setting, inpatient",107,436,102,66,0,143
02/01/2021,02/28/2021,By Month,2021,2,Connecticut,Decedent's home,40,924,11,0,0,46
02/01/2021,02/28/2021,By Month,2021,2,Wyoming,Place of death unknown,0,0,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Alabama,"Healthcare setting, dead on arrival",0,412,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Indiana,"Healthcare setting, inpatient",430,1855,447,299,0,578
02/01/2021,02/28/2021,By Month,2021,2,Arizona,Other,112,1078,54,26,0,140
02/01/2021,02/28/2021,By Month,2021,2,Missouri,Hospice facility,13,223,11,0,0,19
02/01/2021,02/28/2021,By Month,2021,2,Maine,Place of death unknown,0,412,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Maine,Decedent's home,11,484,28,0,0,20
02/01/2021,02/28/2021,By Month,2021,2,Alaska,"Healthcare setting, inpatient",14,117,12,0,0,19
02/01/2021,02/28/2021,By Month,2021,2,North Carolina,"Healthcare setting, dead on arrival",23,48,28,0,0,41
02/01/2021,02/28/2021,By Month,2021,2,Maryland,"Healthcare setting, inpatient",514,1395,412,284,0,642
02/01/2021,02/28/2021,By Month,2021,2,Virginia,"Healthcare setting, inpatient",838,2552,649,469,0,1018
02/01/2021,02/28/2021,By Month,2021,2,South Dakota,Nursing home/long term care facility,18,167,28,0,0,25
02/01/2021,02/28/2021,By Month,2021,2,Michigan,Other,13,276,28,0,0,16
02/01/2021,02/28/2021,By Month,2021,2,Arizona,Nursing home/long term care facility,76,363,41,26,0,91
02/01/2021,02/28/2021,By Month,2021,2,Oregon,Hospice facility,23,71,28,0,0,41
02/01/2021,02/28/2021,By Month,2021,2,Massachusetts,"Healthcare setting, dead on arrival",0,54,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Oregon,Place of death unknown,0,0,0,0,0,0
02/01/2021,02/28/2021,By Month,2021,2,Alaska,Other,23,26,28,0,0,41
02/01/2021,02/28/2021,By Month,2021,2,New York,Nursing home/long term care facility,385,1726,152,67,0,471
02/01/2021,02/28/2021,By Month,2021,2,Virginia,"Healthcare setting, outpatient or emergency room",30,328,21,10,0,41
02/01/2021,02/28/2021,By Month,2021,2,Washington,Other,23,266,28,0,0,13
02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Decedent's home,75,1353,43,13,0,106
02/01/2021,02/28/2021,By Month,2021,2,Kansas,"Healthcare setting, inpatient",173,724,178,102,0,249
02/01/2021,02/28/2021,By Month,2021,2,Montana,"Healthcare setting, inpatient",47,263,49,28,0,68
02/01/2021,02/28/2021,By Month,2021,2,United States,Other,1011,17848,562,308,1,1266
02/01/2021,02/28/2021,By Month,2021,2,Wisconsin,Hospice facility,21,329,18,0,0,33
02/01/2022,02/28/2022,By Month,2022,2,New Mexico,Nursing home/long term care facility,40,252,13,10,0,43
02/01/2022,02/28/2022,By Month,2022,2,Alabama,Place of death unknown,0,0,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,South Dakota,"Healthcare setting, inpatient",94,277,84,55,0,124
02/01/2022,02/28/2022,By Month,2022,2,Mississippi,Decedent's home,103,1153,38,23,0,118
02/01/2022,02/28/2022,By Month,2022,2,Vermont,Hospice facility,0,29,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,Illinois,Total - All Places of Death,1428,10115,1189,788,0,1834
02/01/2022,02/28/2022,By Month,2022,2,Puerto Rico,Other,23,117,28,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,New Mexico,Hospice facility,10,53,28,0,0,11
02/01/2022,02/28/2022,By Month,2022,2,Maryland,Total - All Places of Death,581,4576,482,230,0,834
02/01/2022,02/28/2022,By Month,2022,2,Alabama,"Healthcare setting, dead on arrival",0,412,28,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,Illinois,"Healthcare setting, inpatient",909,3345,902,631,0,1181
02/01/2022,02/28/2022,By Month,2022,2,Wyoming,Nursing home/long term care facility,16,68,28,0,0,17
02/01/2022,02/28/2022,By Month,2022,2,North Carolina,"Healthcare setting, inpatient",1286,3229,1144,881,0,1550
02/01/2022,02/28/2022,By Month,2022,2,Wisconsin,Nursing home/long term care facility,52,655,28,13,0,69
02/01/2022,02/28/2022,By Month,2022,2,Washington,Total - All Places of Death,806,5720,685,476,0,1016
02/01/2022,02/28/2022,By Month,2022,2,District of Columbia,Hospice facility,23,15,28,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,North Dakota,"Healthcare setting, dead on arrival",0,412,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,Iowa,Place of death unknown,0,0,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,New Hampshire,Nursing home/long term care facility,32,219,28,0,0,36
02/01/2022,02/28/2022,By Month,2022,2,Virginia,"Healthcare setting, dead on arrival",23,11,28,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,Kansas,Nursing home/long term care facility,90,672,40,27,0,103
02/01/2022,02/28/2022,By Month,2022,2,Puerto Rico,Hospice facility,0,0,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,Montana,Other,23,61,0,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,West Virginia,Other,23,106,28,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,Ohio,Total - All Places of Death,2088,11958,1509,1072,10,2533
02/01/2022,02/28/2022,By Month,2022,2,Arizona,Decedent's home,165,2284,102,59,0,208
02/01/2022,02/28/2022,By Month,2022,2,Connecticut,Hospice facility,12,110,28,0,0,13
02/01/2022,02/28/2022,By Month,2022,2,New York,"Healthcare setting, dead on arrival",23,36,0,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,Oregon,Total - All Places of Death,614,3839,366,263,0,718
02/01/2022,02/28/2022,By Month,2022,2,Florida,"Healthcare setting, dead on arrival",0,16,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,Colorado,Nursing home/long term care facility,85,701,38,23,0,103
02/01/2022,02/28/2022,By Month,2022,2,Idaho,Nursing home/long term care facility,54,306,22,15,0,62
02/01/2022,02/28/2022,By Month,2022,2,Alaska,Total - All Places of Death,79,433,55,43,0,91
02/01/2022,02/28/2022,By Month,2022,2,Oklahoma,Nursing home/long term care facility,153,702,51,38,0,166
02/01/2022,02/28/2022,By Month,2022,2,New Hampshire,Decedent's home,17,441,14,0,0,27
02/01/2022,02/28/2022,By Month,2022,2,Nevada,Other,23,135,28,0,0,41
02/01/2022,02/28/2022,By Month,2022,2,West Virginia,Nursing home/long term care facility,62,348,26,13,0,75
02/01/2022,02/28/2022,By Month,2022,2,Michigan,"Healthcare setting, inpatient",789,2902,762,499,0,1057
02/01/2022,02/28/2022,By Month,2022,2,Tennessee,Nursing home/long term care facility,206,1107,89,59,0,236
02/01/2022,02/28/2022,By Month,2022,2,Texas,"Healthcare setting, dead on arrival",0,16,0,0,0,0
02/01/2022,02/28/2022,By Month,2022,2,Michigan,Nursing home/long term care facility,136,1257,61,27,0,171
02/01/2022,02/28/2022,By Month,2022,2,Vermont,Total - All Places of Death,60,542,39,19,0,80
02/01/2022,02/28/2022,By Month,2022,2,Arkansas,"Healthcare setting, outpatient or emergency room",33,252,16,10,0,39
02/01/2023,02/28/2023,By Month,2023,2,Georgia,"Healthcare setting, outpatient or emergency room",17,584,28,0,0,26
02/01/2023,02/28/2023,By Month,2023,2,Massachusetts,Decedent's home,32,1569,34,0,0,63
02/01/2023,02/28/2023,By Month,2023,2,Washington,Total - All Places of Death,171,5170,349,79,12,452
02/01/2023,02/28/2023,By Month,2023,2,Kansas,"Healthcare setting, outpatient or emergency room",23,103,28,0,0,41
02/01/2023,02/28/2023,By Month,2023,2,Indiana,Other,23,252,28,0,0,41
02/01/2023,02/28/2023,By Month,2023,2,Alaska,"Healthcare setting, dead on arrival",0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Kentucky,"Healthcare setting, dead on arrival",0,412,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Alaska,Nursing home/long term care facility,23,52,28,0,0,41
02/01/2023,02/28/2023,By Month,2023,2,Alabama,"Healthcare setting, outpatient or emergency room",23,331,28,0,0,11
02/01/2023,02/28/2023,By Month,2023,2,Alaska,Hospice facility,0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Washington,"Healthcare setting, inpatient",91,1637,253,59,0,290
02/01/2023,02/28/2023,By Month,2023,2,New York,Hospice facility,30,614,50,10,0,70
02/01/2023,02/28/2023,By Month,2023,2,Wisconsin,Decedent's home,13,1473,19,0,0,31
02/01/2023,02/28/2023,By Month,2023,2,North Carolina,"Healthcare setting, dead on arrival",0,38,28,0,0,41
02/01/2023,02/28/2023,By Month,2023,2,Tennessee,"Healthcare setting, outpatient or emergency room",14,519,20,0,0,33
02/01/2023,02/28/2023,By Month,2023,2,Utah,Nursing home/long term care facility,23,401,11,0,0,16
02/01/2023,02/28/2023,By Month,2023,2,Arizona,Decedent's home,22,1980,25,0,0,40
02/01/2023,02/28/2023,By Month,2023,2,South Carolina,Place of death unknown,0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Iowa,"Healthcare setting, outpatient or emergency room",23,148,28,0,0,11
02/01/2023,02/28/2023,By Month,2023,2,Puerto Rico,"Healthcare setting, inpatient",80,1231,353,57,0,379
02/01/2023,02/28/2023,By Month,2023,2,Delaware,Decedent's home,23,327,28,0,0,12
02/01/2023,02/28/2023,By Month,2023,2,Alabama,Hospice facility,12,195,17,0,0,23
02/01/2023,02/28/2023,By Month,2023,2,Kansas,Decedent's home,23,760,17,0,0,21
02/01/2023,02/28/2023,By Month,2023,2,Ohio,Nursing home/long term care facility,91,2360,61,0,0,148
02/01/2023,02/28/2023,By Month,2023,2,California,"Healthcare setting, inpatient",434,7620,1476,238,0,1681
02/01/2023,02/28/2023,By Month,2023,2,Minnesota,Hospice facility,23,117,28,0,0,41
02/01/2023,02/28/2023,By Month,2023,2,Montana,Place of death unknown,0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Ohio,Total - All Places of Death,319,10051,518,88,15,762
02/01/2023,02/28/2023,By Month,2023,2,Michigan,Hospice facility,31,773,12,0,0,40
02/01/2023,02/28/2023,By Month,2023,2,Michigan,Place of death unknown,0,412,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Minnesota,Total - All Places of Death,162,3733,238,44,0,364
02/01/2023,02/28/2023,By Month,2023,2,Georgia,Nursing home/long term care facility,41,895,27,0,0,61
02/01/2023,02/28/2023,By Month,2023,2,Illinois,Place of death unknown,0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,United States,"Healthcare setting, dead on arrival",6,567,9,1,0,14
02/01/2023,02/28/2023,By Month,2023,2,District of Columbia,Place of death unknown,0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Texas,Place of death unknown,0,0,0,0,0,0
02/01/2023,02/28/2023,By Month,2023,2,Texas,Total - All Places of Death,610,18432,1310,299,39,1654
02/01/2023,02/28/2023,By Month,2023,2,Washington,"Healthcare setting, dead on arrival",0,412,0,0,0,0
03/01/2020,03/31/2020,By Month,2020,3,Louisiana,"Healthcare setting, inpatient",329,1461,276,123,18,499
03/01/2020,03/31/2020,By Month,2020,3,Montana,"Healthcare setting, inpatient",23,270,45,0,10,58
03/01/2020,03/31/2020,By Month,2020,3,Maryland,Place of death unknown,0,0,0,0,0,0
03/01/2020,03/31/2020,By Month,2020,3,North Carolina,Other,0,525,28,0,0,13
03/01/2020,03/31/2020,By Month,2020,3,New York,Other,23,239,28,0,0,12
03/01/2020,03/31/2020,By Month,2020,3,Nevada,Other,0,97,28,0,0,41
03/01/2020,03/31/2020,By Month,2020,3,Illinois,Other,0,625,14,0,0,15
03/01/2020,03/31/2020,By Month,2020,3,Wyoming,Hospice facility,0,38,28,0,0,41
03/01/2020,03/31/2020,By Month,2020,3,West Virginia,Total - All Places of Death,23,2120,145,0,32,179
03/01/2020,03/31/2020,By Month,2020,3,Ohio,Place of death unknown,0,412,0,0,0,0
03/01/2020,03/31/2020,By Month,2020,3,Georgia,"Healthcare setting, inpatient",172,2222,396,91,22,499
03/01/2020,03/31/2020,By Month,2020,3,Alabama,Decedent's home,23,1940,13,0,0,22
03/01/2020,03/31/2020,By Month,2020,3,Missouri,"Healthcare setting, dead on arrival",0,412,0,0,0,0
03/01/2020,03/31/2020,By Month,2020,3,New Hampshire,Total - All Places of Death,10,1116,86,0,10,101
03/01/2020,03/31/2020,By Month,2020,3,South Carolina,Nursing home/long term care facility,0,659,34,0,0,38
03/01/2020,03/31/2020,By Month,2020,3,New Hampshire,Decedent's home,0,390,28,0,0,41
03/01/2020,03/31/2020,By Month,2020,3,New Hampshire,"Healthcare setting, outpatient or emergency room",23,45,28,0,0,41
03/01/2020,03/31/2020,By Month,2020,3,New Jersey,Nursing home/long term care facility,55,1730,108,18,10,154
03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Decedent's home,23,394,23,0,0,25
03/01/2020,03/31/2020,By Month,2020,3,Kansas,Other,0,136,28,0,0,41
03/01/2020,03/31/2020,By Month,2020,3,United States,"Healthcare setting, outpatient or emergency room",527,16880,1003,191,93,1429
03/01/2020,03/31/2020,By Month,2020,3,Oregon,Nursing home/long term care facility,23,639,19,0,0,25
03/01/2020,03/31/2020,By Month,2020,3,Maryland,"Healthcare setting, outpatient or emergency room",23,325,15,0,0,19
03/01/2020,03/31/2020,By Month,2020,3,Connecticut,Hospice facility,0,109,28,0,0,41
03/01/2020,03/31/2020,By Month,2020,3,Idaho,Place of death unknown,0,0,0,0,0,0
03/01/2020,03/31/2020,By Month,2020,3,Virginia,Nursing home/long term care facility,23,1229,35,0,0,46
03/01/2020,03/31/2020,By Month,2020,3,Vermont,"Healthcare setting, inpatient",23,142,29,0,0,38
03/01/2020,03/31/2020,By Month,2020,3,Utah,Total - All Places of Death,23,1819,128,0,19,153
03/01/2020,03/31/2020,By Month,2020,3,West Virginia,Place of death unknown,0,0,0,0,0,0
03/01/2020,03/31/2020,By Month,2020,3,Florida,Decedent's home,12,5376,112,0,13,132
03/01/2020,03/31/2020,By Month,2020,3,California,Decedent's home,31,9362,202,0,11,240
03/01/2020,03/31/2020,By Month,2020,3,Minnesota,"Healthcare setting, outpatient or emergency room",0,159,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,New York,Nursing home/long term care facility,142,1560,115,30,0,227
03/01/2021,03/31/2021,By Month,2021,3,Louisiana,Total - All Places of Death,334,4570,329,173,0,491
03/01/2021,03/31/2021,By Month,2021,3,Wyoming,"Healthcare setting, dead on arrival",0,0,0,0,0,0
03/01/2021,03/31/2021,By Month,2021,3,Virginia,Place of death unknown,0,412,0,0,0,0
03/01/2021,03/31/2021,By Month,2021,3,Hawaii,"Healthcare setting, dead on arrival",0,48,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,Tennessee,"Healthcare setting, dead on arrival",23,148,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,Iowa,"Healthcare setting, inpatient",92,650,108,53,0,147
03/01/2021,03/31/2021,By Month,2021,3,Montana,Other,0,58,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,Rhode Island,Other,0,412,0,0,0,0
03/01/2021,03/31/2021,By Month,2021,3,New York City,Hospice facility,0,39,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,United States,Hospice facility,884,17215,1210,419,0,1675
03/01/2021,03/31/2021,By Month,2021,3,Wisconsin,"Healthcare setting, outpatient or emergency room",23,150,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,Alaska,"Healthcare setting, inpatient",12,117,16,0,0,21
03/01/2021,03/31/2021,By Month,2021,3,Michigan,Other,23,359,28,0,0,12
03/01/2021,03/31/2021,By Month,2021,3,District of Columbia,Decedent's home,23,153,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,Michigan,"Healthcare setting, outpatient or emergency room",39,601,31,12,0,58
03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,"Healthcare setting, outpatient or emergency room",11,282,11,0,0,18
03/01/2021,03/31/2021,By Month,2021,3,Iowa,Other,23,98,28,0,0,41
03/01/2021,03/31/2021,By Month,2021,3,Georgia,"Healthcare setting, inpatient",547,2559,568,358,0,757
03/01/2021,03/31/2021,By Month,2021,3,Connecticut,Total - All Places of Death,247,2873,207,103,0,351
03/01/2021,03/31/2021,By Month,2021,3,Colorado,Decedent's home,46,1571,53,13,0,86
03/01/2021,03/31/2021,By Month,2021,3,Michigan,Decedent's home,80,3593,67,19,0,128
03/01/2021,03/31/2021,By Month,2021,3,South Carolina,Nursing home/long term care facility,44,488,18,0,0,53
03/01/2021,03/31/2021,By Month,2021,3,Missouri,"Healthcare setting, dead on arrival",0,412,0,0,0,0
03/01/2021,03/31/2021,By Month,2021,3,Louisiana,Decedent's home,25,1757,28,0,0,47
03/01/2021,03/31/2021,By Month,2021,3,New York City,Decedent's home,118,1701,29,16,0,131
03/01/2021,03/31/2021,By Month,2021,3,Wyoming,Place of death unknown,0,0,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,North Dakota,Other,0,22,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,Puerto Rico,Other,0,134,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,Michigan,Decedent's home,106,3538,78,21,0,164
03/01/2022,03/31/2022,By Month,2022,3,South Carolina,Total - All Places of Death,301,4811,354,137,0,520
03/01/2022,03/31/2022,By Month,2022,3,Washington,Nursing home/long term care facility,43,887,37,14,0,66
03/01/2022,03/31/2022,By Month,2022,3,Utah,"Healthcare setting, outpatient or emergency room",23,87,28,0,0,14
03/01/2022,03/31/2022,By Month,2022,3,Utah,Total - All Places of Death,98,1907,143,54,0,192
03/01/2022,03/31/2022,By Month,2022,3,Alaska,"Healthcare setting, outpatient or emergency room",23,25,28,0,0,41
03/01/2022,03/31/2022,By Month,2022,3,Wisconsin,Nursing home/long term care facility,26,661,23,0,0,44
03/01/2022,03/31/2022,By Month,2022,3,Nebraska,Other,23,173,28,0,0,41
03/01/2022,03/31/2022,By Month,2022,3,Louisiana,"Healthcare setting, dead on arrival",0,412,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,Louisiana,Total - All Places of Death,242,4411,285,129,0,405
03/01/2022,03/31/2022,By Month,2022,3,Colorado,Place of death unknown,0,0,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,New York,Nursing home/long term care facility,70,1597,101,15,0,157
03/01/2022,03/31/2022,By Month,2022,3,Rhode Island,Decedent's home,23,253,28,0,0,41
03/01/2022,03/31/2022,By Month,2022,3,Delaware,Nursing home/long term care facility,12,118,28,0,0,14
03/01/2022,03/31/2022,By Month,2022,3,Nebraska,Nursing home/long term care facility,16,359,12,0,0,26
03/01/2022,03/31/2022,By Month,2022,3,New Hampshire,Other,23,62,28,0,0,41
03/01/2022,03/31/2022,By Month,2022,3,New Jersey,Total - All Places of Death,219,6450,352,96,0,476
03/01/2022,03/31/2022,By Month,2022,3,Georgia,Decedent's home,96,2949,59,23,0,133
03/01/2022,03/31/2022,By Month,2022,3,Nevada,"Healthcare setting, outpatient or emergency room",23,184,28,0,0,14
03/01/2022,03/31/2022,By Month,2022,3,Hawaii,"Healthcare setting, dead on arrival",0,40,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,Delaware,Decedent's home,14,350,28,0,0,16
03/01/2022,03/31/2022,By Month,2022,3,Colorado,Decedent's home,66,1427,52,19,0,99
03/01/2022,03/31/2022,By Month,2022,3,North Carolina,Hospice facility,74,1142,71,31,0,115
03/01/2022,03/31/2022,By Month,2022,3,Kentucky,Hospice facility,42,375,42,18,0,66
03/01/2022,03/31/2022,By Month,2022,3,California,Place of death unknown,0,0,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,South Dakota,Nursing home/long term care facility,23,201,12,0,0,19
03/01/2022,03/31/2022,By Month,2022,3,New Mexico,"Healthcare setting, inpatient",86,495,126,54,0,159
03/01/2022,03/31/2022,By Month,2022,3,Iowa,Place of death unknown,0,0,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,New Jersey,Hospice facility,23,212,13,0,0,16
03/01/2022,03/31/2022,By Month,2022,3,Iowa,"Healthcare setting, inpatient",57,645,102,42,0,120
03/01/2022,03/31/2022,By Month,2022,3,Arizona,Place of death unknown,0,0,0,0,0,0
03/01/2022,03/31/2022,By Month,2022,3,West Virginia,Hospice facility,30,228,15,0,0,40
03/01/2023,03/31/2023,By Month,2023,3,Puerto Rico,Hospice facility,0,0,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,Mississippi,"Healthcare setting, inpatient",29,648,133,17,0,150
03/01/2023,03/31/2023,By Month,2023,3,Missouri,"Healthcare setting, outpatient or emergency room",23,176,28,0,0,12
03/01/2023,03/31/2023,By Month,2023,3,Michigan,Place of death unknown,0,412,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,Utah,Place of death unknown,0,0,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,District of Columbia,"Healthcare setting, dead on arrival",0,0,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,South Carolina,Total - All Places of Death,95,4345,230,34,0,295
03/01/2023,03/31/2023,By Month,2023,3,Alaska,Nursing home/long term care facility,23,32,28,0,0,41
03/01/2023,03/31/2023,By Month,2023,3,Colorado,Total - All Places of Death,95,3445,178,43,0,234
03/01/2023,03/31/2023,By Month,2023,3,North Carolina,Decedent's home,44,2906,44,0,0,80
03/01/2023,03/31/2023,By Month,2023,3,Minnesota,Hospice facility,23,127,28,0,0,11
03/01/2023,03/31/2023,By Month,2023,3,New York,Nursing home/long term care facility,115,1682,96,19,0,192
03/01/2023,03/31/2023,By Month,2023,3,Massachusetts,Place of death unknown,0,0,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,Wisconsin,Total - All Places of Death,141,4386,240,50,0,332
